Number;DT1;DT2;Time;С кулером;;;;;Без куллера;;;;;;;Delta;в среднем;Мин;Макс
1015;35.1226;33.6398;16:20:32;;;;;;;;;;;;;1.4828;;;
1016;35.1696;33.6711;16:20:32;;;;;;;;;;;;;1.4985;;;
1017;35.2126;33.6984;16:20:33;;;;;;;;;;;;;1.5142;;;
1018;35.2361;33.7297;16:20:33;;;;;;;;;;;;;1.5064;;;
1019;35.283;33.7767;16:20:34;;;;;;;;;;;;;1.5063;;;
1020;35.3221;33.808;16:20:34;;;;;;;;;;;;;1.5141;;;
1021;35.3691;33.8549;16:20:35;;;;;;;;;;;;;1.5142;;;
1022;35.4004;33.8784;16:20:35;;;;;;;;;;;;;1.522;;;
1023;35.4473;33.9058;16:20:36;;;;;;;;;;;;;1.5415;;;
1024;35.4747;33.9449;16:20:36;;;;;;;;;;;;;1.5298;;;
1025;35.5217;33.9762;16:20:37;;;;;;;;;;;;;1.5455;;;
1026;35.5686;34.0154;16:20:37;;;;;;;;;;;;;1.5532;;;
1027;35.6156;34.0623;16:20:38;;;;;;;;;;;;;1.5533;;;
1028;35.6508;34.1014;16:20:38;;;;;;;;;;;;;1.5494;;;
1029;35.6899;34.121;16:20:39;;;;;;;;;;;;;1.5689;;;
1030;35.7369;34.1601;16:20:39;;;;;;;;;;;;;1.5768;;;
1031;35.776;34.2071;16:20:40;;;;;;;;;;;;;1.5689;;;
1032;35.8229;34.2384;16:20:40;;;;;;;;;;;;;1.5845;;;
1033;35.866;34.2658;16:20:41;;;;;;;;;;;;;1.6002;;;
1034;35.9051;34.2971;16:20:41;;;;;;;;;;;;;1.608;;;
1035;35.9521;34.3362;16:20:42;;;;;;;;;;;;;1.6159;;;
1036;35.999;34.3753;16:20:42;;;;;;;;;;;;;1.6237;;;
1037;36.0381;34.4223;16:20:43;;;;;;;;;;;;;1.6158;;;
1038;36.0733;34.4536;16:20:43;;;;;;;;;;;;;1.6197;;;
1039;36.1203;34.4849;16:20:44;;;;;;;;;;;;;1.6354;;;
1040;36.1672;34.5083;16:20:44;;;;;;;;;;;;;1.6589;;;
1041;36.2064;34.5357;16:20:45;;;;;;;;;;;;;1.6707;;;
1042;36.2298;34.567;16:20:45;;;;;;;;;;;;;1.6628;;;
1043;36.2533;34.5905;16:20:46;;;;;;;;;;;;;1.6628;;;
1044;36.2651;34.614;16:20:46;;;;;;;;;;;;;1.6511;;;
1045;36.2964;34.6375;16:20:47;;;;;;;;;;;;;1.6589;;;
1046;36.312;34.6531;16:20:47;;;;;;;;;;;;;1.6589;;;
1047;36.3355;34.6766;16:20:48;;;;;;;;;;;;;1.6589;;;
1048;36.3433;34.6922;16:20:48;;;;;;;;;;;;;1.6511;;;
1049;36.359;34.704;16:20:49;;;;;;;;;;;;;1.655;;;
1050;36.3668;34.7118;16:20:49;;;;;;;;;;;;;1.655;;;
1051;36.3824;34.7196;16:20:50;;;;;;;;;;;;;1.6628;;;
1052;36.3903;34.7235;16:20:50;;;;;;;;;;;;;1.6668;;;
1053;36.3981;34.7431;16:20:51;;;;;;;;;;;;;1.655;;;
1054;36.3981;34.7509;16:20:51;;;;;;;;;;;;;1.6472;;;
1055;36.4059;34.7666;16:20:52;;;;;;;;;;;;;1.6393;;;
1056;36.4137;34.7666;16:20:52;;;;;;;;;;;;;1.6471;;;
1057;36.4137;34.7822;16:20:53;;;;;;;;;;;;;1.6315;;;
1058;36.4216;34.79;16:20:53;;;;;;;;;;;;;1.6316;;;
1059;36.4216;34.79;16:20:54;;;;;;;;;;;;;1.6316;;;
1060;36.4216;34.8057;16:20:54;;;;;;;;;;;;;1.6159;;;
1061;36.4216;34.8135;16:20:55;;;;;;;;;;;;;1.6081;;;
1062;36.4216;34.8135;16:20:55;;;;;;;;;;;;;1.6081;;;
1063;36.4216;34.8213;16:20:56;;;;;;;;;;;;;1.6003;;;
1064;36.4216;34.8292;16:20:56;;;;;;;;;;;;;1.5924;;;
1065;36.4294;34.837;16:20:57;;;;;;;;;;;;;1.5924;;;
1066;36.4216;34.8448;16:20:57;;;;;;;;;;;;;1.5768;;;
1067;36.4059;34.837;16:20:58;;;;;;;;;;;;;1.5689;;;
1068;36.4137;34.837;16:20:58;;;;;;;;;;;;;1.5767;;;
1069;36.3981;34.8526;16:20:59;;;;;;;;;;;;;1.5455;;;
1070;36.3981;34.8526;16:20:59;;;;;;;;;;;;;1.5455;;;
1071;36.3903;34.8526;16:21:00;;;;;;;;;;;;;1.5377;;;
1072;36.3903;34.8526;16:21:00;;;;;;;;;;;;;1.5377;;;
1073;36.3824;34.8605;16:21:01;;;;;;;;;;;;;1.5219;;;
1074;36.3824;34.8605;16:21:01;;;;;;;;;;;;;1.5219;;;
1075;36.3668;34.8605;16:21:02;;;;;;;;;;;;;1.5063;;;
1076;36.3668;34.8761;16:21:02;;;;;;;;;;;;;1.4907;;;
1077;36.3668;34.8683;16:21:03;;;;;;;;;;;;;1.4985;;;
1078;36.359;34.8761;16:21:03;;;;;;;;;;;;;1.4829;;;
1079;36.3511;34.8761;16:21:04;;;;;;;;;;;;;1.475;;;
1080;36.3433;34.8761;16:21:04;;;;;;;;;;;;;1.4672;;;
1081;36.3355;34.8761;16:21:05;;;;;;;;;;;;;1.4594;;;
1082;36.3277;34.8761;16:21:05;;;;;;;;;;;;;1.4516;;;
1083;36.3198;34.8683;16:21:06;;;;;;;;;;;;;1.4515;;;
1084;36.312;34.8761;16:21:06;;;;;;;;;;;;;1.4359;;;
1085;36.3042;34.88;16:21:07;;;;;;;;;;;;;1.4242;;;
1086;36.2885;34.88;16:21:07;;;;;;;;;;;;;1.4085;;;
1087;36.2807;34.88;16:21:08;;;;;;;;;;;;;1.4007;;;
1088;36.2651;34.88;16:21:08;;;;;;;;;;;;;1.3851;;;
1089;36.2651;34.8761;16:21:09;;;;;;;;;;;;;1.389;;;
1090;36.2572;34.8761;16:21:09;;;;;;;;;;;;;1.3811;;;
1091;36.2572;34.8761;16:21:10;;;;;;;;;;;;;1.3811;;;
1092;36.2533;34.8761;16:21:10;;;;;;;;;;;;;1.3772;;;
1093;36.2455;34.8761;16:21:11;;;;;;;;;;;;;1.3694;;;
1094;36.2377;34.8761;16:21:11;;;;;;;;;;;;;1.3616;;;
1095;36.2298;34.8683;16:21:12;;;;;;;;;;;;;1.3615;;;
1096;36.222;34.8683;16:21:12;;;;;;;;;;;;;1.3537;;;
1097;36.2064;34.8683;16:21:13;;;;;;;;;;;;;1.3381;;;
1098;36.1907;34.8683;16:21:13;;;;;;;;;;;;;1.3224;;;
1099;36.1907;34.8683;16:21:14;;;;;;;;;;;;;1.3224;;;
1100;36.1672;34.8683;16:21:14;;;;;;;;;;;;;1.2989;;;
1101;36.1594;34.8605;16:21:15;;;;;;;;;;;;;1.2989;;;
1102;36.1594;34.8605;16:21:15;;;;;;;;;;;;;1.2989;;;
1103;36.1359;34.8683;16:21:16;;;;;;;;;;;;;1.2676;;;
1104;36.1281;34.8605;16:21:16;;;;;;;;;;;;;1.2676;;;
1105;36.1125;34.8605;16:21:17;;;;;;;;;;;;;1.252;;;
1106;36.0968;34.8683;16:21:17;;;;;;;;;;;;;1.2285;;;
1107;36.0812;34.8526;16:21:18;;;;;;;;;;;;;1.2286;;;
1108;36.0733;34.8526;16:21:18;;;;;;;;;;;;;1.2207;;;
1109;36.0733;34.8605;16:21:19;;;;;;;;;;;;;1.2128;;;
1110;36.0655;34.8526;16:21:19;;;;;;;;;;;;;1.2129;;;
1111;36.0499;34.8448;16:21:20;;;;;;;;;;;;;1.2051;;;
1112;36.046;34.8448;16:21:20;;;;;;;;;;;;;1.2012;;;
1113;36.0381;34.8526;16:21:21;;;;;;;;;;;;;1.1855;;;
1114;36.0381;34.8448;16:21:21;;;;;;;;;;;;;1.1933;;;
1115;36.0303;34.8448;16:21:22;;;;;;;;;;;;;1.1855;;;
1116;36.0225;34.8448;16:21:22;;;;;;;;;;;;;1.1777;;;
1117;36.0068;34.8448;16:21:23;;;;;;;;;;;;;1.162;;;
1118;35.999;34.837;16:21:23;;;;;;;;;;;;;1.162;;;
1119;35.9912;34.8292;16:21:24;;;;;;;;;;;;;1.162;;;
1120;35.9755;34.837;16:21:24;;;;;;;;;;;;;1.1385;;;
1121;35.9599;34.8292;16:21:25;;;;;;;;;;;;;1.1307;;;
1122;35.9521;34.8213;16:21:25;;;;;;;;;;;;;1.1308;;;
1123;35.9521;34.8292;16:21:26;;;;;;;;;;;;;1.1229;;;
1124;35.9286;34.8213;16:21:26;;;;;;;;;;;;;1.1073;;;
1125;35.9286;34.8135;16:21:27;;;;;;;;;;;;;1.1151;;;
1126;35.9129;34.8135;16:21:27;;;;;;;;;;;;;1.0994;;;
1127;35.8973;34.8135;16:21:28;;;;;;;;;;;;;1.0838;;;
1128;35.8895;34.8057;16:21:28;;;;;;;;;;;;;1.0838;;;
1129;35.8816;34.8057;16:21:29;;;;;;;;;;;;;1.0759;;;
1130;35.8699;34.8057;16:21:29;;;;;;;;;;;;;1.0642;;;
1131;35.866;34.7979;16:21:30;;;;;;;;;;;;;1.0681;;;
1132;35.8621;34.8057;16:21:30;;;;;;;;;;;;;1.0564;;;
1133;35.8582;34.8057;16:21:31;;;;;;;;;;;;;1.0525;;;
1134;35.8386;34.7979;16:21:31;;;;;;;;;;;;;1.0407;;;
1135;35.8386;34.7979;16:21:32;;;;;;;;;;;;;1.0407;;;
1136;35.8308;34.7979;16:21:32;;;;;;;;;;;;;1.0329;;;
1137;35.8073;34.79;16:21:33;;;;;;;;;;;;;1.0173;;;
1138;35.7995;34.79;16:21:33;;;;;;;;;;;;;1.0095;;;
1139;35.7838;34.7979;16:21:34;;;;;;;;;;;;;0.9859;;;
1140;35.776;34.7822;16:21:34;;;;;;;;;;;;;0.9938;;;
1141;35.7603;34.7822;16:21:35;;;;;;;;;;;;;0.9781;;;
1142;35.7603;34.7822;16:21:35;;;;;;;;;;;;;0.9781;;;
1143;35.7525;34.7822;16:21:36;;;;;;;;;;;;;0.9703;;;
1144;35.7369;34.7822;16:21:36;;;;;;;;;;;;;0.9547;;;
1145;35.729;34.7744;16:21:37;;;;;;;;;;;;;0.9546;;;
1146;35.7134;34.7744;16:21:37;;;;;;;;;;;;;0.939;;;
1147;35.6977;34.7666;16:21:38;;;;;;;;;;;;;0.9311;;;
1148;35.6899;34.7744;16:21:38;;;;;;;;;;;;;0.9155;;;
1149;35.6743;34.7666;16:21:39;;;;;;;;;;;;;0.9077;;;
1150;35.6664;34.7509;16:21:39;;;;;;;;;;;;;0.9155;;;
1151;35.6547;34.7587;16:21:40;;;;;;;;;;;;;0.896;;;
1152;35.6508;34.7587;16:21:40;;;;;;;;;;;;;0.8921;;;
1153;35.6469;34.7431;16:21:41;;;;;;;;;;;;;0.9038;;;
1154;35.643;34.7509;16:21:41;;;;;;;;;;;;;0.8921;;;
1155;35.6391;34.7431;16:21:42;;;;;;;;;;;;;0.896;;;
1156;35.6234;34.7509;16:21:42;;;;;;;;;;;;;0.8725;;;
1157;35.6156;34.7353;16:21:43;;;;;;;;;;;;;0.8803;;;
1158;35.6078;34.7431;16:21:43;;;;;;;;;;;;;0.8647;;;
1159;35.5999;34.7353;16:21:44;;;;;;;;;;;;;0.8646;;;
1160;35.5921;34.7353;16:21:44;;;;;;;;;;;;;0.8568;;;
1161;35.5765;34.7353;16:21:45;;;;;;;;;;;;;0.8412;;;
1162;35.5686;34.7353;16:21:45;;;;;;;;;;;;;0.8333;;;
1163;35.5686;34.7353;16:21:46;;;;;;;;;;;;;0.8333;;;
1164;35.5608;34.7353;16:21:46;;;;;;;;;;;;;0.8255;;;
1165;35.553;34.7353;16:21:47;;;;;;;;;;;;;0.8177;;;
1166;35.5373;34.7274;16:21:47;;;;;;;;;;;;;0.8099;;;
1167;35.5373;34.7274;16:21:48;;;;;;;;;;;;;0.8099;;;
1168;35.5217;34.7235;16:21:48;;;;;;;;;;;;;0.7982;;;
1169;35.5217;34.7196;16:21:49;;;;;;;;;;;;;0.8021;;;
1170;35.506;34.7157;16:21:49;;;;;;;;;;;;;0.7903;;;
1171;35.4982;34.7157;16:21:50;;;;;;;;;;;;;0.7825;;;
1172;35.4904;34.7118;16:21:50;;;;;;;;;;;;;0.7786;;;
1173;35.4826;34.7118;16:21:51;;;;;;;;;;;;;0.7708;;;
1174;35.4747;34.7118;16:21:51;;;;;;;;;;;;;0.7629;;;
1175;35.4669;34.7079;16:21:52;;;;;;;;;;;;;0.759;;;
1176;35.4669;34.7079;16:21:52;;;;;;;;;;;;;0.759;;;
1177;35.4591;34.7079;16:21:53;;;;;;;;;;;;;0.7512;;;
1178;35.4513;34.704;16:21:53;;;;;;;;;;;;;0.7473;;;
1179;35.4395;34.704;16:21:54;;;;;;;;;;;;;0.7355;;;
1180;35.4395;34.704;16:21:54;;;;;;;;;;;;;0.7355;;;
1181;35.4356;34.7001;16:21:55;;;;;;;;;;;;;0.7355;;;
1182;35.4356;34.6922;16:21:55;;;;;;;;;;;;;0.7434;;;
1183;35.4317;34.6922;16:21:56;;;;;;;;;;;;;0.7395;;;
1184;35.4278;34.6922;16:21:56;;;;;;;;;;;;;0.7356;;;
1185;35.4278;34.6922;16:21:57;;;;;;;;;;;;;0.7356;;;
1186;35.4239;34.6766;16:21:57;;;;;;;;;;;;;0.7473;;;
1187;35.4239;34.6844;16:21:58;;;;;;;;;;;;;0.7395;;;
1188;35.416;34.6766;16:21:58;;;;;;;;;;;;;0.7394;;;
1189;35.4082;34.6688;16:21:59;;;;;;;;;;;;;0.7394;;;
1190;35.4004;34.6766;16:21:59;;;;;;;;;;;;;0.7238;;;
1191;35.4004;34.6688;16:22:00;;;;;;;;;;;;;0.7316;;;
1192;35.4004;34.6688;16:22:00;;;;;;;;;;;;;0.7316;;;
1193;35.3847;34.6609;16:22:01;;;;;;;;;;;;;0.7238;;;
1194;35.3847;34.6531;16:22:01;;;;;;;;;;;;;0.7316;;;
1195;35.3769;34.6531;16:22:02;;;;;;;;;;;;;0.7238;;;
1196;35.3691;34.6531;16:22:02;;;;;;;;;;;;;0.716;;;
1197;35.3691;34.6453;16:22:03;;;;;;;;;;;;;0.7238;;;
1198;35.3613;34.6531;16:22:03;;;;;;;;;;;;;0.7082;;;
1199;35.3534;34.6453;16:22:04;;;;;;;;;;;;;0.7081;;;
1200;35.3534;34.6375;16:22:04;;;;;;;;;;;;;0.7159;;;
1201;35.3456;34.6375;16:22:05;;;;;;;;;;;;;0.7081;;;
1202;35.3456;34.6296;16:22:05;;;;;;;;;;;;;0.716;;;
1203;35.33;34.6296;16:22:06;;;;;;;;;;;;;0.7004;;;
1204;35.3378;34.6218;16:22:06;;;;;;;;;;;;;0.716;;;
1205;35.33;34.614;16:22:07;;;;;;;;;;;;;0.716;;;
1206;35.3143;34.614;16:22:07;;;;;;;;;;;;;0.7003;;;
1207;35.3065;34.6062;16:22:08;;;;;;;;;;;;;0.7003;;;
1208;35.2987;34.6062;16:22:08;;;;;;;;;;;;;0.6925;;;
1209;35.2987;34.5905;16:22:09;;;;;;;;;;;;;0.7082;;;
1210;35.283;34.5983;16:22:09;;;;;;;;;;;;;0.6847;;;
1211;35.2908;34.5905;16:22:10;;;;;;;;;;;;;0.7003;;;
1212;35.2752;34.5905;16:22:10;;;;;;;;;;;;;0.6847;;;
1213;35.2752;34.5827;16:22:11;;;;;;;;;;;;;0.6925;;;
1214;35.2674;34.5827;16:22:11;;;;;;;;;;;;;0.6847;;;
1215;35.2517;34.5827;16:22:12;;;;;;;;;;;;;0.669;;;
1216;35.2517;34.5827;16:22:12;;;;;;;;;;;;;0.669;;;
1217;35.2439;34.5827;16:22:13;;;;;;;;;;;;;0.6612;;;
1218;35.2361;34.5749;16:22:13;;;;;;;;;;;;;0.6612;;;
1219;35.2361;34.5749;16:22:14;;;;;;;;;;;;;0.6612;;;
1220;35.2282;34.5749;16:22:14;;;;;;;;;;;;;0.6533;;;
1221;35.2243;34.567;16:22:15;;;;;;;;;;;;;0.6573;;;
1222;35.2204;34.567;16:22:15;;;;;;;;;;;;;0.6534;;;
1223;35.2165;34.5592;16:22:16;;;;;;;;;;;;;0.6573;;;
1224;35.2165;34.5592;16:22:16;;;;;;;;;;;;;0.6573;;;
1225;35.2126;34.5592;16:22:17;;;;;;;;;;;;;0.6534;;;
1226;35.2087;34.5514;16:22:17;;;;;;;;;;;;;0.6573;;;
1227;35.2009;34.5436;16:22:18;;;;;;;;;;;;;0.6573;;;
1228;35.193;34.5436;16:22:18;;;;;;;;;;;;;0.6494;;;
1229;35.193;34.5279;16:22:19;;;;;;;;;;;;;0.6651;;;
1230;35.1852;34.5357;16:22:19;;;;;;;;;;;;;0.6495;;;
1231;35.1774;34.5279;16:22:20;;;;;;;;;;;;;0.6495;;;
1232;35.1696;34.5201;16:22:20;;;;;;;;;;;;;0.6495;;;
1233;35.1617;34.5201;16:22:21;;;;;;;;;;;;;0.6416;;;
1234;35.1539;34.5123;16:22:21;;;;;;;;;;;;;0.6416;;;
1235;35.1539;34.5201;16:22:22;;;;;;;;;;;;;0.6338;;;
1236;35.1461;34.5123;16:22:22;;;;;;;;;;;;;0.6338;;;
1237;35.1304;34.5044;16:22:23;;;;;;;;;;;;;0.626;;;
1238;35.1304;34.5123;16:22:23;;;;;;;;;;;;;0.6181;;;
1239;35.1226;34.5044;16:22:24;;;;;;;;;;;;;0.6182;;;
1240;35.1148;34.5044;16:22:24;;;;;;;;;;;;;0.6104;;;
1241;35.107;34.5005;16:22:25;;;;;;;;;;;;;0.6065;;;
1242;35.0991;34.5005;16:22:25;;;;;;;;;;;;;0.5986;;;
1243;35.0991;34.4966;16:22:26;;;;;;;;;;;;;0.6025;;;
1244;35.0835;34.4966;16:22:26;;;;;;;;;;;;;0.5869;;;
1245;35.0835;34.4966;16:22:27;;;;;;;;;;;;;0.5869;;;
1246;35.0757;34.4927;16:22:27;;;;;;;;;;;;;0.583;;;
1247;35.0678;34.4888;16:22:28;;;;;;;;;;;;;0.579;;;
1248;35.0522;34.4927;16:22:28;;;;;;;;;;;;;0.5595;;;
1249;35.0522;34.4849;16:22:29;;;;;;;;;;;;;0.5673;;;
1250;35.0522;34.4888;16:22:29;;;;;;;;;;;;;0.5634;;;
1251;35.0444;34.477;16:22:30;;;;;;;;;;;;;0.5674;;;
1252;35.0287;34.4849;16:22:30;;;;;;;;;;;;;0.5438;;;
1253;35.0287;34.4614;16:22:31;;;;;;;;;;;;;0.5673;;;
1254;35.0287;34.477;16:22:31;;;;;;;;;;;;;0.5517;;;
1255;35.0131;34.4614;16:22:32;;;;;;;;;;;;;0.5517;;;
1256;35.0131;34.4614;16:22:32;;;;;;;;;;;;;0.5517;;;
1257;35.0091;34.4614;16:22:33;;;;;;;;;;;;;0.5477;;;
1258;35.0052;34.4614;16:22:33;;;;;;;;;;;;;0.5438;;;
1259;34.9974;34.4457;16:22:34;;;;;;;;;;;;;0.5517;;;
1260;34.9935;34.4536;16:22:34;;;;;;;;;;;;;0.5399;;;
1261;34.9935;34.4379;16:22:35;;;;;;;;;;;;;0.5556;;;
1262;34.9935;34.4457;16:22:35;;;;;;;;;;;;;0.5478;;;
1263;34.9935;34.4457;16:22:36;;;;;;;;;;;;;0.5478;;;
1264;34.9974;34.4457;16:22:36;;;;;;;;;;;;;0.5517;;;
1265;35.0052;34.4614;16:22:37;;;;;;;;;;;;;0.5438;;;
1266;35.0131;34.4692;16:22:37;;;;;;;;;;;;;0.5439;;;
1267;35.0287;34.477;16:22:38;;;;;;;;;;;;;0.5517;;;
1268;35.06;34.4888;16:22:38;;;;;;;;;;;;;0.5712;;;
1269;35.0757;34.5005;16:22:39;;;;;;;;;;;;;0.5752;;;
1270;35.1148;34.5201;16:22:39;;;;;;;;;;;;;0.5947;;;
1271;35.1383;34.5357;16:22:40;;;;;;;;;;;;;0.6026;;;
1272;35.1696;34.5592;16:22:40;;;;;;;;;;;;;0.6104;;;
1273;35.193;34.5827;16:22:41;;;;;;;;;;;;;0.6103;;;
1274;35.2204;34.5983;16:22:41;;;;;;;;;;;;;0.6221;;;
1275;35.2517;34.6296;16:22:42;;;;;;;;;;;;;0.6221;;;
1276;35.2752;34.6531;16:22:42;;;;;;;;;;;;;0.6221;;;
1277;35.3143;34.6688;16:22:43;;;;;;;;;;;;;0.6455;;;
1278;35.3534;34.7001;16:22:43;;;;;;;;;;;;;0.6533;;;
1279;35.3926;34.7118;16:22:44;;;;;;;;;;;;;0.6808;;;
1280;35.4278;34.7353;16:22:44;;;;;;;;;;;;;0.6925;;;
1281;35.4513;34.7587;16:22:45;;;;;;;;;;;;;0.6926;;;
1282;35.4904;34.79;16:22:45;;;;;;;;;;;;;0.7004;;;
1283;35.5373;34.8135;16:22:46;;;;;;;;;;;;;0.7238;;;
1284;35.5686;34.837;16:22:46;;;;;;;;;;;;;0.7316;;;
1285;35.6234;34.8683;16:22:47;;;;;;;;;;;;;0.7551;;;
1286;35.6508;34.8918;16:22:47;;;;;;;;;;;;;0.759;;;
1287;35.6821;34.9192;16:22:48;;;;;;;;;;;;;0.7629;;;
1288;35.729;34.9348;16:22:48;;;;;;;;;;;;;0.7942;;;
1289;35.7682;34.9739;16:22:49;;;;;;;;;;;;;0.7943;;;
1290;35.8151;35.0052;16:22:49;;;;;;;;;;;;;0.8099;;;
1291;35.8582;35.0365;16:22:50;;;;;;;;;;;;;0.8217;;;
1292;35.8777;35.0678;16:22:50;;;;;;;;;;;;;0.8099;;;
1293;35.9286;35.0952;16:22:51;;;;;;;;;;;;;0.8334;;;
1294;35.9677;35.1109;16:22:51;;;;;;;;;;;;;0.8568;;;
1295;36.0147;35.15;16:22:52;;;;;;;;;;;;;0.8647;;;
1296;36.042;35.1813;16:22:52;;;;;;;;;;;;;0.8607;;;
1297;36.089;35.2126;16:22:53;;;;;;;;;;;;;0.8764;;;
1298;36.1281;35.2439;16:22:53;;;;;;;;;;;;;0.8842;;;
1299;36.1594;35.2674;16:22:54;;;;;;;;;;;;;0.892;;;
1300;36.1985;35.2987;16:22:54;;;;;;;;;;;;;0.8998;;;
1301;36.2298;35.3104;16:22:55;;;;;;;;;;;;;0.9194;;;
1302;36.2455;35.3221;16:22:55;;;;;;;;;;;;;0.9234;;;
1303;36.2611;35.3417;16:22:56;;;;;;;;;;;;;0.9194;;;
1304;36.2729;35.3495;16:22:56;;;;;;;;;;;;;0.9234;;;
1305;36.2885;35.3574;16:22:57;;;;;;;;;;;;;0.9311;;;
1306;36.312;35.373;16:22:57;;;;;;;;;;;;;0.939;;;
1307;36.312;35.3808;16:22:58;;;;;;;;;;;;;0.9312;;;
1308;36.3198;35.3887;16:22:58;;;;;;;;;;;;;0.9311;;;
1309;36.3355;35.3965;16:22:59;;;;;;;;;;;;;0.939;;;
1310;36.3433;35.4121;16:22:59;;;;;;;;;;;;;0.9312;;;
1311;36.3511;35.4121;16:23:00;;;;;;;;;;;;;0.939;;;
1312;36.359;35.42;16:23:00;;;;;;;;;;;;;0.939;;;
1313;36.359;35.4278;16:23:01;;;;;;;;;;;;;0.9312;;;
1314;36.3668;35.4278;16:23:01;;;;;;;;;;;;;0.939;;;
1315;36.3746;35.4356;16:23:02;;;;;;;;;;;;;0.939;;;
1316;36.3824;35.4434;16:23:02;;;;;;;;;;;;;0.939;;;
1317;36.3824;35.4513;16:23:03;;;;;;;;;;;;;0.9311;;;
1318;36.3824;35.4513;16:23:03;;;;;;;;;;;;;0.9311;;;
1319;36.3824;35.4591;16:23:04;;;;;;;;;;;;;0.9233;;;
1320;36.3903;35.4591;16:23:04;;;;;;;;;;;;;0.9312;;;
1321;36.3824;35.4591;16:23:05;;;;;;;;;;;;;0.9233;;;
1322;36.3824;35.4591;16:23:05;;;;;;;;;;;;;0.9233;;;
1323;36.3746;35.4669;16:23:06;;;;;;;;;;;;;0.9077;;;
1324;36.3824;35.4591;16:23:06;;;;;;;;;;;;;0.9233;;;
1325;36.3746;35.4669;16:23:07;;;;;;;;;;;;;0.9077;;;
1326;36.3746;35.4591;16:23:07;;;;;;;;;;;;;0.9155;;;
1327;36.359;35.4591;16:23:08;;;;;;;;;;;;;0.8999;;;
1328;36.359;35.4669;16:23:08;;;;;;;;;;;;;0.8921;;;
1329;36.3511;35.4669;16:23:09;;;;;;;;;;;;;0.8842;;;
1330;36.359;35.4669;16:23:09;;;;;;;;;;;;;0.8921;;;
1331;36.3433;35.4669;16:23:10;;;;;;;;;;;;;0.8764;;;
1332;36.3433;35.4591;16:23:10;;;;;;;;;;;;;0.8842;;;
1333;36.3355;35.4591;16:23:11;;;;;;;;;;;;;0.8764;;;
1334;36.3277;35.4669;16:23:11;;;;;;;;;;;;;0.8608;;;
1335;36.3277;35.4669;16:23:12;;;;;;;;;;;;;0.8608;;;
1336;36.3198;35.4669;16:23:12;;;;;;;;;;;;;0.8529;;;
1337;36.2964;35.4591;16:23:13;;;;;;;;;;;;;0.8373;;;
1338;36.2964;35.4513;16:23:13;;;;;;;;;;;;;0.8451;;;
1339;36.2964;35.4591;16:23:14;;;;;;;;;;;;;0.8373;;;
1340;36.2885;35.4513;16:23:14;;;;;;;;;;;;;0.8372;;;
1341;36.2807;35.4513;16:23:15;;;;;;;;;;;;;0.8294;;;
1342;36.2807;35.4513;16:23:15;;;;;;;;;;;;;0.8294;;;
1343;36.2729;35.4434;16:23:16;;;;;;;;;;;;;0.8295;;;
1344;36.2651;35.4513;16:23:16;;;;;;;;;;;;;0.8138;;;
1345;36.2572;35.4434;16:23:17;;;;;;;;;;;;;0.8138;;;
1346;36.2572;35.4434;16:23:17;;;;;;;;;;;;;0.8138;;;
1347;36.2533;35.4434;16:23:18;;;;;;;;;;;;;0.8099;;;
1348;36.2455;35.4356;16:23:18;;;;;;;;;;;;;0.8099;;;
1349;36.2494;35.4356;16:23:19;;;;;;;;;;;;;0.8138;;;
1350;36.2298;35.42;16:23:19;;;;;;;;;;;;;0.8098;;;
1351;36.2298;35.4278;16:23:20;;;;;;;;;;;;;0.802;;;
1352;36.222;35.42;16:23:20;;;;;;;;;;;;;0.802;;;
1353;36.2142;35.4121;16:23:21;;;;;;;;;;;;;0.8021;;;
1354;36.2064;35.4121;16:23:21;;;;;;;;;;;;;0.7943;;;
1355;36.1985;35.4121;16:23:22;;;;;;;;;;;;;0.7864;;;
1356;36.1907;35.4043;16:23:22;;;;;;;;;;;;;0.7864;;;
1357;36.1829;35.4043;16:23:23;;;;;;;;;;;;;0.7786;;;
1358;36.1751;35.3965;16:23:23;;;;;;;;;;;;;0.7786;;;
1359;36.1672;35.3965;16:23:24;;;;;;;;;;;;;0.7707;;;
1360;36.1516;35.3808;16:23:24;;;;;;;;;;;;;0.7708;;;
1361;36.1516;35.3808;16:23:25;;;;;;;;;;;;;0.7708;;;
1362;36.1359;35.373;16:23:25;;;;;;;;;;;;;0.7629;;;
1363;36.1281;35.373;16:23:26;;;;;;;;;;;;;0.7551;;;
1364;36.1281;35.373;16:23:26;;;;;;;;;;;;;0.7551;;;
1365;36.1203;35.3652;16:23:27;;;;;;;;;;;;;0.7551;;;
1366;36.1125;35.3574;16:23:27;;;;;;;;;;;;;0.7551;;;
1367;36.0968;35.3574;16:23:28;;;;;;;;;;;;;0.7394;;;
1368;36.089;35.3495;16:23:28;;;;;;;;;;;;;0.7395;;;
1369;36.0733;35.3495;16:23:29;;;;;;;;;;;;;0.7238;;;
1370;36.0733;35.3417;16:23:29;;;;;;;;;;;;;0.7316;;;
1371;36.0655;35.3339;16:23:30;;;;;;;;;;;;;0.7316;;;
1372;36.0499;35.3417;16:23:30;;;;;;;;;;;;;0.7082;;;
1373;36.0499;35.3417;16:23:31;;;;;;;;;;;;;0.7082;;;
1374;36.046;35.3261;16:23:31;;;;;;;;;;;;;0.7199;;;
